0	0.999946
0.0002442	1.00061
0.0004884	1.00127
0.000732601	1.00194
0.000976801	1.0026
0.001221	1.00327
0.0014652	1.00393
0.0017094	1.00459
0.0019536	1.00526
0.0021978	1.00592
0.002442	1.00659
0.0026862	1.00725
0.0029304	1.00791
0.0031746	1.00858
0.0034188	1.00924
0.003663	1.0099
0.0039072	1.01056
0.0041514	1.01123
0.0043956	1.01189
0.0046398	1.01255
0.004884	1.01322
0.00512821	1.01388
0.00537241	1.01454
0.00561661	1.0152
0.00586081	1.01587
0.00610501	1.01653
0.00634921	1.01719
0.00659341	1.01785
0.00683761	1.01852
0.00708181	1.01918
0.00732601	1.01984
0.00757021	1.0205
0.00781441	1.02117
0.00805861	1.02183
0.00830281	1.02249
0.00854701	1.02315
0.00879121	1.02381
0.00903541	1.02447
0.00927961	1.02514
0.00952381	1.0258
0.00976801	1.02646
0.0100122	1.02712
0.0102564	1.02778
0.0105006	1.02844
0.0107448	1.02911
0.010989	1.02977
0.0112332	1.03043
0.0114774	1.03109
0.0117216	1.03175
0.0119658	1.03241
0.01221	1.03307
0.0124542	1.03373
0.0126984	1.03439
0.0129426	1.03505
0.0131868	1.03572
0.013431	1.03638
0.0136752	1.03704
0.0139194	1.0377
0.0141636	1.03836
0.0144078	1.03902
0.014652	1.03968
0.0148962	1.04034
0.0151404	1.041
0.0153846	1.04166
0.0156288	1.04232
0.015873	1.04298
0.0161172	1.04364
0.0163614	1.0443
0.0166056	1.04496
0.0168498	1.04562
0.017094	1.04628
0.0173382	1.04694
0.0175824	1.0476
0.0178266	1.04826
0.0180708	1.04892
0.018315	1.04958
0.0185592	1.05024
0.0188034	1.0509
0.0190476	1.05156
0.0192918	1.05222
0.019536	1.05287
0.0197802	1.05353
0.0200244	1.05419
0.0202686	1.05485
0.0205128	1.05551
0.020757	1.05617
0.0210012	1.05683
0.0212454	1.05749
0.0214896	1.05815
0.0217338	1.0588
0.021978	1.05946
0.0222222	1.06012
0.0224664	1.06078
0.0227106	1.06144
0.0229548	1.0621
0.023199	1.06276
0.0234432	1.06341
0.0236874	1.06407
0.0239316	1.06473
0.0241758	1.06539
0.02442	1.06605
0.0246642	1.0667
0.0249084	1.06736
0.0251526	1.06802
0.0253968	1.06868
0.025641	1.06934
0.0258852	1.06999
0.0261294	1.07065
0.0263736	1.07131
0.0266178	1.07197
0.026862	1.07262
0.0271062	1.07328
0.0273504	1.07394
0.0275946	1.07459
0.0278388	1.07525
0.028083	1.07591
0.0283272	1.07657
0.0285714	1.07722
0.0288156	1.07788
0.0290598	1.07854
0.029304	1.07919
0.0295482	1.07985
0.0297924	1.08051
0.0300366	1.08116
0.0302808	1.08182
0.030525	1.08248
0.0307692	1.08313
0.0310134	1.08379
0.0312576	1.08445
0.0315018	1.0851
0.031746	1.08576
0.0319902	1.08641
0.0322344	1.08707
0.0324786	1.08773
0.0327228	1.08838
0.032967	1.08904
0.0332112	1.08969
0.0334554	1.09035
0.0336996	1.09101
0.0339438	1.09166
0.034188	1.09232
0.0344322	1.09297
0.0346764	1.09363
0.0349206	1.09428
0.0351648	1.09494
0.035409	1.09559
0.0356532	1.09625
0.0358974	1.09691
0.0361416	1.09756
0.0363858	1.09822
0.03663	1.09887
0.0368742	1.09953
0.0371184	1.10018
0.0373626	1.10084
0.0376068	1.10149
0.037851	1.10214
0.0380952	1.1028
0.0383394	1.10345
0.0385836	1.10411
0.0388278	1.10476
0.039072	1.10542
0.0393162	1.10607
0.0395604	1.10673
0.0398046	1.10738
0.0400488	1.10803
0.040293	1.10869
0.0405372	1.10934
0.0407814	1.11
0.0410256	1.11065
0.0412698	1.1113
0.041514	1.11196
0.0417582	1.11261
0.0420024	1.11327
0.0422466	1.11392
0.0424908	1.11457
0.042735	1.11523
0.0429792	1.11588
0.0432234	1.11653
0.0434676	1.11719
0.0437118	1.11784
0.043956	1.11849
0.0442002	1.11915
0.0444444	1.1198
0.0446886	1.12045
0.0449328	1.12111
0.045177	1.12176
0.0454212	1.12241
0.0456654	1.12306
0.0459096	1.12372
0.0461538	1.12437
0.046398	1.12502
0.0466422	1.12568
0.0468864	1.12633
0.0471306	1.12698
0.0473748	1.12763
0.047619	1.12829
0.0478632	1.12894
0.0481074	1.12959
0.0483516	1.13024
0.0485958	1.13089
0.04884	1.13155
0.0490842	1.1322
0.0493284	1.13285
0.0495726	1.1335
0.0498168	1.13415
0.0500611	1.13481
0.0503053	1.13546
0.0505495	1.13611
0.0507937	1.13676
0.0510379	1.13741
0.0512821	1.13806
0.0515263	1.13871
0.0517705	1.13937
0.0520147	1.14002
